County,State,"Number of physicians, 2004",Number of deaths in 2004,Death Rate in 2004,Personal Income per capita 2004,Total Persons,% under 5 years,% 5- 14 years,% 15- 24 years,% 25- 34 years,% 35 - 44 years,% 45-54 years,% 55- 64 yrs,%65-74,75 +,white,african american,asian,american indian and alaska native,native hawaiian / other pacific islander,hispanic or latino,number of males per 100 females
Ward,ND,152,412,7.3,"32,815","35,957",7.3,13.1,15.1,14,13.6,14.1,9.1,6.2,7.4,92.8,2.2,0.8,2.3,0.1,2.6,98.6
Wells,ND,3,56,12.1,"31,761","3,715",3.7,9.8,10.8,4.5,12.8,17.6,13.6,11.7,15.5,99.1,0.2,0.3,0.3,0,0.5,95.5
Williams,ND,48,195,10.1,"30,585","13,048",5.3,11.9,12.5,10.7,12.5,18.6,11.7,7.6,9.3,92.7,0.2,0.3,4.8,0,1.3,93.9
Adams,OH,19,294,10.4,"21,963","17,775",6.5,13.3,13.4,14.7,13.7,14.3,10.7,7.1,6.2,98,0.3,0.1,0.6,0,0.7,96.9
Allen,OH,290,987,9.3,"27,382","69,669",7,13.7,14.5,12.1,13.1,14.8,10.6,6.5,7.6,85.7,11.8,0.8,0.2,0,1.6,98
Ashland,OH,63,467,8.7,"24,743","33,339",5.9,13.1,16.5,12.1,13.1,14.4,10.7,7,7.2,97.7,1,0.7,0.1,0,0.7,95.9
Ashtabula,OH,80,"1,053",10.2,"25,632","67,994",5.8,13.5,13,12.5,14.2,15.4,11.1,7,7.6,95,3.3,0.3,0.2,0,2.7,96.2
Athens,OH,56,409,6.6,"21,928","31,563",4.8,8.8,34.3,13.9,10.1,10.5,7.9,4.9,4.7,93.8,2.3,2.3,0.3,0,1.1,94.9
Auglai0.01e,OH,55,414,8.8,"30,380","30,093",5.9,14.1,13.5,11.3,14.5,15.5,10.2,6.6,8.3,98.1,0.3,0.5,0.2,0,0.8,96.4
Belmont,OH,97,929,13.4,"25,376","49,616",4.8,11,12.8,12.1,13.7,16.2,11.7,7.8,9.9,94.6,4.2,0.4,0.1,0,0.5,98
Brown,OH,38,418,9.5,"25,375","27,209",6.2,14.2,13.2,13.7,15.4,14.7,10.4,6.7,5.7,98,1.1,0.2,0.2,0,0.4,97.7
Butler,OH,485,"2,664",7.7,"31,662","207,213",6.6,13.5,16.6,13.3,14.7,14.6,9.7,5.7,5.2,90,6.6,2,0.2,0.1,2.1,96.1
Carroll,OH,15,252,8.6,"23,701","19,460",5.3,12.6,12.6,12.3,13.9,15.8,12.5,7.6,7.3,98.5,0.6,0.1,0.3,0,0.7,97
Champaign,OH,20,366,9.2,"26,891","25,644",6.2,13.6,13.2,12.2,14.8,14.7,12.2,6.7,6.3,95.8,2.5,0.4,0.3,0,0.8,96.9
Clark,OH,242,"1,584",11.1,"28,485","95,298",6.3,13.3,13.4,11.9,13.4,14.6,12,7.4,7.7,88.5,9,0.6,0.3,0,1.5,93
Clermont,OH,287,"1,281",6.8,"32,190","113,513",6.9,14.5,13.1,13.7,15.9,15.4,10.2,5.5,4.8,96.9,1.3,0.8,0.2,0,1.1,97.1
Clinton,OH,83,392,9.3,"27,834","25,720",6.7,13.7,14.6,13.7,14.6,14.7,10,6,6.1,95.9,2.4,0.6,0.2,0,1.3,97.3
Columbiana,OH,113,"1,177",10.6,"24,072","76,022",5.5,12.4,12.7,12.5,14.1,16.1,11.4,7.3,7.9,96.4,2.4,0.3,0.2,0,1.3,99.8
Coshocton,OH,28,383,10.3,"24,595","24,172",6.1,13.3,13.3,12.2,13.9,15.2,11.3,7.4,7.3,97.5,1.2,0.4,0.2,0,0.8,96.6
Crawford,OH,44,465,10.1,"25,130","31,379",6.1,13,12.3,12.1,13.7,15,11.9,7.9,8.1,98.3,0.7,0.4,0.2,0,1,93.3
Cuyahoga,OH,"8,270","14,698",10.9,"37,082","936,148",6.4,13.5,12.6,11.5,14.7,15.5,10.7,6.8,8.4,67.2,29.1,2.2,0.2,0,3.8,90
Darke,OH,44,571,10.8,"27,419","35,206",6,13.6,13.1,11.6,14.1,14.6,11.4,7.2,8.3,98.4,0.5,0.3,0.2,0,1,96.6
Defiance,OH,63,345,8.8,"28,376","25,426",6.3,13.4,13.8,12.1,13.1,15.7,11.5,6.8,7.4,96.9,1.7,0.4,0.3,0,7.6,98.1
Delaware,OH,455,707,5,"40,703","70,617",7.2,14.2,14.5,17.1,16.4,14.2,8.7,4.3,3.5,91.3,3.6,3.5,0.1,0.1,1.6,98.1
Erie,OH,144,828,10.5,"33,426","54,232",5.8,12.7,12.7,10.3,13.4,15.9,12.7,8,8.4,89.4,8.5,0.5,0.2,0,2.4,94.5
Fairfield,OH,211,"1,084",8,"30,371","79,948",5.9,13.8,14.1,14.6,15.3,14.9,10.5,5.8,5.2,91.8,5.9,0.9,0.2,0,1.2,99.4
Fayette,OH,23,311,11.1,"27,267","18,954",6.4,13.4,12.3,13,14.1,14.9,11.5,7.4,6.9,96.3,2.3,0.5,0.1,0,1.4,96.4
Franklin,OH,"4,206","8,290",7.6,"36,547","676,318",7.7,13.6,14.5,15.8,15.6,14,9,5,4.8,74.2,19.8,3.6,0.3,0.1,3.3,95.9
Fulton,OH,45,359,8.4,"29,998","26,887",6.1,14.5,13.7,11.7,14.7,16,10.7,6.2,6.5,98.1,0.4,0.5,0.3,0.1,6.3,97.3
Gallia,OH,104,342,10.9,"26,407","20,207",6.1,12.7,14.3,12.4,13.6,15.2,11.3,7.9,6.6,95.5,2.8,0.4,0.4,0,0.8,95.7
Geauga,OH,210,700,7.4,"40,863","59,216",5.6,14.2,13.8,9.4,13.3,17,13.1,7.2,6.4,97.3,1.5,0.5,0.1,0,0.7,97.3
Greene,OH,398,"1,152",7.6,"32,780","92,414",5.7,12.2,18.8,11.7,13.3,14.9,11.2,6.6,5.7,89.1,6.4,2.5,0.3,0,1.6,96.3
Guernsey,OH,62,430,10.4,"23,664","26,839",6.1,13.6,12.8,12.5,14.1,14.9,11.3,7.7,7.1,96.5,1.7,0.3,0.3,0,0.8,95.2
Hamilton,OH,"4,485","7,955",9.8,"39,937","546,048",7,13.4,14.2,11.9,14.6,15.1,10.2,6.3,7.2,71.9,24.8,1.8,0.2,0,1.5,92
Hancock,OH,137,670,9.1,"31,771","45,871",6,13.4,14.8,13.1,13.9,14.8,10.6,6.4,7.1,96,1.4,1.6,0.2,0,3.3,95.4
Hardin,OH,21,323,10,"22,796","19,220",5.8,12.5,20.2,13.3,12.4,13,10.1,6.3,6.5,97.7,0.9,0.5,0.2,0,1,96.8
Harrison,OH,12,219,13.8,"23,428","11,097",5.5,12,11.5,11.8,13.6,16.3,12.2,8.2,8.8,96.9,2.1,0.1,0.1,0,0.4,95.1
Henry,OH,19,219,7.5,"28,090","18,833",6.2,13.9,13.9,12.2,14,15.3,10.5,6.8,7.3,98.2,0.8,0.5,0.2,0,5.9,98.5
Highland,OH,36,435,10.2,"24,270","26,372",6.9,14,12.8,14.2,13.8,13.8,10.7,7.2,6.6,97.1,1.5,0.5,0.2,0,0.6,95.1
Hocking,OH,23,245,8.5,"23,677","18,720",6.1,13.1,13,13.1,14.1,15.1,12,7.3,6.1,97.5,1.1,0.2,0.2,0,0.6,99.8
Holmes,OH,37,275,6.7,"22,087","21,016",10,18.4,14.6,15.2,12.3,11.1,8,5.5,5,99.2,0.4,0,0,0,0.8,100.2
Huron,OH,89,533,8.9,"25,882","37,576",6.9,14.8,13.4,13.3,14.2,14.5,10.3,6.3,6.4,97.6,1,0.3,0.2,0,4.5,96.4
Jackson,OH,22,350,10.5,"22,460","21,306",6,13.2,13.8,14,14.3,14.6,10.5,6.8,6.8,98,0.7,0.2,0.4,0,1.2,93.5
Jefferson,OH,106,907,12.7,"26,458","51,819",4.9,11.3,13.2,10.4,12.9,16.4,12.4,8.8,9.7,92.8,5.8,0.4,0.2,0,0.7,91.4
KnoNA,OH,78,569,9.9,"26,222","34,485",6,12.6,17,12.4,13.4,14.4,10.3,6.9,6.9,97.8,0.9,0.4,0.1,0,0.8,95
Lake,OH,370,"2,105",9.1,"33,298","156,177",5.5,12.7,12.2,11.7,15.1,16.3,12,7.1,7.5,95.1,2.6,1.1,0.1,0.1,2.5,95.2
Lawrence,OH,52,738,11.8,"23,026","41,685",5.8,12.8,13,13.4,14.5,14.4,11.7,7.6,6.9,96.6,2.1,0.4,0.1,0,0.6,93.1
Licking,OH,162,"1,299",8.5,"30,509","95,009",6.4,13.6,13.9,12.5,14.9,15.1,11.4,6.6,5.6,95.4,2.5,0.7,0.3,0,0.9,95.7
Logan,OH,44,478,10.3,"29,218","29,962",6.5,14,13.1,12.5,14,15,10.9,7,7,96.4,1.7,0.5,0.2,0,0.8,96.3
Lorain,OH,509,"2,591",8.8,"29,089","185,491",6.2,14,13.9,12.5,14.6,15.1,10.8,6.3,6.5,88.3,8.6,0.8,0.3,0.1,7.3,96.5
Lucas,OH,"1,907","4,248",9.4,"31,045","291,022",7,13.9,14.6,13.2,13.8,14.6,10.2,5.9,6.8,78.7,17.8,1.4,0.3,0,5.1,93.9
Madison,OH,37,345,8.4,"29,245","26,615",5.9,12.8,14,14.1,16.6,15,10.2,6.1,5.5,91.7,6.7,0.7,0.2,0,0.9,119.3
Mahoning,OH,802,"3,016",11.8,"28,046","174,803",5.3,12.3,15.5,10.7,12.6,15.6,11.2,7.2,9.6,82.1,15.9,0.6,0.2,0.1,3.2,92.1
Marion,OH,121,694,10.5,"26,257","44,466",5.8,12.6,13.3,13.4,15.1,15.2,11.1,6.5,6.9,92.4,6.1,0.6,0.2,0,1.3,108.2
Medina,OH,261,"1,101",6.7,"33,450","99,005",6,14.1,13.4,12.6,15.8,15.9,11.3,5.9,5.2,97,1.1,0.9,0.2,0,1.1,97.4
Meigs,OH,7,255,11,"20,307","15,602",5.9,11.9,12.8,12.5,14.4,15.4,12,7.6,7.5,98.1,0.9,0.2,0.1,0,0.6,95.9
Mercer,OH,41,372,9.1,"28,820","25,614",6.5,15.1,14.1,11.4,13.3,15.2,9.9,6.7,7.8,98.8,0.2,0.5,0.2,0,1.4,101.1
Miami,OH,128,895,8.9,"30,645","65,765",6.1,13.2,13.3,12,14.5,15.2,12,7.1,6.7,95.7,2,1.1,0.2,0,1.1,96.6
Monroe,OH,6,159,10.7,"22,794","10,544",4.8,11.6,12.4,10.9,13.2,15.8,13.7,9.1,8.4,99.2,0.3,0.1,0.1,0,0.5,98.4
Montgomery,OH,"1,983","5,363",9.8,"32,133","367,099",6.6,13.1,13.9,12.3,14.2,14.6,11,7,7.3,76.1,20.7,1.5,0.2,0,1.6,93.1
Morgan,OH,1,136,9.1,"20,206","9,934",5.9,13,12.7,11.8,13.9,14.3,12.1,8.9,7.4,94.2,3.3,0.1,0.2,0,0.4,97
Morrow,OH,9,275,8.1,"25,185","20,591",6,13.6,13.8,13.6,14.8,15.6,11.1,6.4,5.1,98.4,0.5,0.2,0.3,0,0.9,99.5
Muskingum,OH,168,831,9.7,"25,685","54,616",6.1,13.7,13.9,12.5,14,14.4,10.7,7.1,7.6,93.9,4.1,0.3,0.2,0,0.6,92.4
Noble,OH,3,109,7.7,"17,835","9,210",4.6,10.8,16.7,15.4,15.8,13.8,9.1,7.2,6.5,92.4,7.1,0.2,0.2,0,0.6,134.5
Ottawa,OH,57,450,10.9,"32,095","28,829",4.9,11.4,12.8,10.8,13.6,16.3,13.1,8.5,8.5,98.2,0.8,0.3,0.3,0,3.8,98.1
Paulding,OH,5,180,9.2,"25,285","13,108",5.8,13.7,13.4,11.6,14.3,15.6,12,6.8,6.8,97.7,1.2,0.2,0.2,0,3.4,97.4
Perry,OH,9,303,8.6,"21,211","21,626",6.3,14.9,13.7,12.7,14.9,14.6,10.6,6.4,5.9,98.7,0.3,0.1,0.2,0,0.5,98.9
Pickaway,OH,42,391,7.5,"25,896","35,258",5.6,12.7,14.1,14.1,15.9,14.8,10.9,6.6,5.4,93.5,5.2,0.3,0.3,0,0.8,113.6
Pike,OH,33,293,10.4,"22,024","17,710",6.5,13.9,13.2,14.4,14.5,13.8,9.8,6.8,7.1,96.9,1,0.3,0.7,0,0.7,94.5
Portage,OH,180,"1,212",7.8,"29,878","94,073",5.1,12.2,19.1,13,14,14.5,10.5,6.1,5.5,93.8,3.6,1.2,0.2,0,0.8,95
Preble,OH,15,407,9.6,"26,606","28,079",5.8,13.1,13,12.2,14.8,15.7,11.7,7,6.8,98.4,0.5,0.4,0.2,0,0.6,98.2
Putnam,OH,17,314,9,"28,298","21,524",6.5,14.9,15.2,10.6,14,15.3,9.5,6.4,7.5,99.1,0.3,0.2,0.2,0,4.7,100.2
Richland,OH,243,"1,229",9.6,"26,900","86,184",6.1,12.9,13,12.3,14,15.2,11.4,7.4,7.5,88.4,9.5,0.6,0.2,0,1.1,101.3
Ross,OH,135,669,8.9,"24,798","49,443",5.8,12.5,12.8,14.4,15.9,15.3,10.7,6.7,5.9,91.9,6.4,0.4,0.3,0,0.8,109.1
Sandusky,OH,55,631,10.2,"27,096","40,565",6.7,13.4,13.2,12.2,13.7,15.7,10.9,6.8,7.5,95.5,2.9,0.4,0.1,0,7.6,96.6
Scioto,OH,126,926,12.1,"23,473","52,236",6.3,12.6,14,13.6,13.6,14.1,10.7,7.6,7.5,95.2,2.6,0.4,0.7,0,0.8,94.9
Seneca,OH,71,559,9.7,"26,306","37,271",6.2,13.2,15.3,11.8,13.1,15.6,10.6,6.7,7.4,96.4,1.9,0.5,0.2,0,3.8,98.5
Shelby,OH,48,366,7.5,"30,242","30,280",7.4,15.2,13,12.6,14.8,14.7,10.2,5.9,6.2,95.9,1.7,1.1,0.2,0,1.1,99.2
Stark,OH,937,"3,688",9.7,"29,236","252,971",5.9,13.1,13.3,11.4,13.7,15.5,11.6,7.2,8.2,90.2,7.5,0.6,0.2,0,1,93.1
Summit,OH,"1,761","5,336",9.8,"34,395","362,645",6.1,13.5,13,12.2,14.8,15.6,10.9,6.5,7.4,82.8,13.9,1.7,0.2,0,1.1,93.3
Trumbull,OH,306,"2,385",10.8,"27,590","153,044",5.5,12.8,12.5,11.4,13.6,15.6,12.4,7.6,8.6,90.3,8.2,0.4,0.2,0,0.9,94.4
Tuscarawas,OH,116,868,9.4,"25,461","60,653",6.3,13,12.6,12.5,13.5,15.5,11.2,7.2,8.1,97.9,0.8,0.3,0.2,0.1,1,96.1
Union,OH,37,315,7,"30,162","26,534",6.9,14.6,12.7,14.9,17.2,14.9,9.4,5,4.3,95.1,3.1,0.9,0.1,0,1.1,93
Van Wert,OH,27,276,9.4,"27,514","19,453",5.8,13.6,12.8,12.5,13.6,15.3,11.2,7,8.2,98.2,0.9,0.2,0.1,0,1.8,95.8
Vinton,OH,0,114,8.6,"19,453","8,223",6.6,14,13,14.4,14,14.9,10.8,6.8,5.4,98.5,0.4,0.1,0.5,0,0.6,99.2
Warren,OH,404,"1,198",6.3,"33,524","103,306",6.6,14.5,13.4,15.2,17.2,14.6,9,5.2,4.2,92.9,3.2,2.7,0.1,0.1,1.5,102
Washington,OH,89,641,10.2,"26,370","42,770",5.4,12.2,13.6,11,13.8,16.1,12,8,7.9,97.5,1.1,0.4,0.2,0,0.6,95.1
Wayne,OH,164,946,8.4,"27,340","69,953",6.8,14,14.7,12.2,13.8,14.8,10.6,6.6,6.4,96.8,1.5,0.8,0.2,0,1,97.9
Williams,OH,45,389,10,"27,210","25,690",5.7,13.3,13,12.8,14.1,15.8,10.9,6.7,7.7,97.9,0.9,0.5,0.3,0,3,99.3
Wood,OH,237,890,7.2,"30,368","71,551",5.2,11.6,22.5,12.9,12.6,14,9.8,5.6,5.8,96.1,1.6,1.2,0.3,0,3.8,94.1
Wyandot,OH,18,250,11,"27,783","15,097",6.2,13,13,12.4,13.7,15.3,10.7,7.4,8.3,98.9,0.3,0.5,0.1,0,1.8,96.6
Adair,OK,13,218,10,"19,804","12,764",8.4,15,14.5,13.8,13.4,13,9.9,6.7,5.2,51,0.3,0.3,42.3,0,3.6,97.3
Alfalfa,OK,0,74,12.7,"22,213","4,543",3.5,9.1,12.6,9.9,17.1,16,11.7,10.1,10.1,91.2,4.6,0.2,3,0,3.1,135.6
Atoka,OK,0,147,10.3,"19,499","9,377",5.6,11.8,13.6,14.9,14.7,14.3,11.3,7.7,6.1,77.3,5.9,0.3,11.5,0,2.5,119.1
Beaver,OK,2,58,10.6,"25,409","3,898",5.8,13.5,13.7,8.2,13.7,16,12.8,8.1,8.2,97.6,0.5,0.1,1.3,0.1,14,101.5
Beckham,OK,35,230,12.5,"25,002","12,968",7.3,12.8,14,12.7,13,15.3,10,7.5,7.3,93.7,2.4,0.5,2.1,0,6.3,95.8
Blaine,OK,8,138,10.7,"18,722","8,118",5.1,10.6,15.6,15.4,14.8,14,9.5,7.1,7.8,77.4,8.6,1.7,9.2,0.8,7.8,137
Bryan,OK,30,466,12.4,"24,336","23,175",6.3,12.6,15.6,14.1,12.6,13.2,10.9,7.7,7,81.4,1.6,0.6,12.3,0,3.7,97
Caddo,OK,12,337,11.1,"20,593","19,020",7,13.6,15.6,11.4,13.6,13.7,10.5,7.7,6.7,68.6,3.3,0.2,24.2,0.1,7.7,99.4
Canadian,OK,76,699,7.3,"28,895","56,207",5.9,13.3,15.2,13.6,15.1,15.8,10.8,6.1,4.2,88.1,2.5,2.4,4.5,0,4.8,100
Carter,OK,71,642,13.7,"26,842","30,195",6.8,13.1,13.2,12.6,13,15.2,10.7,8,7.5,79.1,7.7,0.7,8.5,0,3.7,93.6
Cherokee,OK,57,431,9.8,"21,554","25,237",6.7,12.7,20.6,13.3,12.1,12.2,10,7.1,5.3,58.5,1.6,0.4,32.7,0,5.4,97.6
Choctaw,OK,7,226,14.7,"20,953","10,210",6.9,12.6,13.8,11.7,12.7,13.6,11.8,8.8,8,69.6,11,0.2,15,0,2.2,91.1
Cimarron,OK,4,31,10.7,"22,781","2,077",5.9,13.8,13.2,8,12.5,14.7,12.1,9.7,10,97.3,0.8,0.2,1.2,0,19.2,96.7
Cleveland,OK,375,"1,419",6.4,"29,379","126,569",5.6,12,19.2,15.7,14.3,14.2,9.9,5.4,3.7,84,4.3,3.3,4.4,0.1,4.9,101.4
Coal,OK,2,85,14.4,"18,459","3,964",6.3,13.8,12.3,12,13,14.1,10.8,8.8,8.9,76.6,0.6,0.3,17.6,0,2.3,98.9
Comanche,OK,231,874,7.7,"28,269","67,220",8.3,14.9,17,14.1,14.1,12.4,8.5,6,4.5,67.8,19.1,2.1,5.8,0.4,9.1,106.7
Cotton,OK,3,98,15,"26,774","4,436",5.7,13.6,12.8,11.4,14.1,14.1,12,8,8.3,86.6,3.5,0.1,7.8,0.1,5.4,97.6
Craig,OK,19,205,13.7,"23,835","10,197",6.4,11.8,13.1,11.9,14.5,14.8,11.8,8.1,7.5,70.4,3.1,0.3,16.3,0,1.6,102
Creek,OK,37,673,9.8,"24,240","43,523",6.1,13.5,13.5,12,13.7,15.1,12,8,6,83.2,2.7,0.4,9,0,2.3,96.4
Custer,OK,27,260,10.3,"25,147","15,156",6.9,11.1,22.5,11.6,11.8,12.8,9.4,7.2,6.8,87.8,3,1.3,5.7,0.1,10.9,95.2
Delaware,OK,31,439,11.2,"25,466","25,549",5.5,12.4,12.7,12.2,12.5,13.5,13,10.5,7.7,71.1,0.3,0.4,22.3,0.1,2.2,97.3
Dewey,OK,2,85,18.3,"27,137","3,310",5.2,10.6,13.4,8.6,12,15.3,14,9.9,11,93,0.2,0.1,5.3,0,3.2,97.9
Ellis,OK,6,41,10.3,"26,246","2,918",6,10.6,12.3,8.4,11.4,16.4,13.8,10.7,10.3,98.1,0,0.1,1.3,0,3.2,97.4
Garfield,OK,130,685,11.9,"30,430","38,067",7.2,12.8,12.9,12.4,13.2,15,10.6,8,7.8,90.5,3.4,1,2.3,0.5,5.9,95.4
Garvin,OK,17,372,13.7,"26,270","18,263",6.2,12.5,12.7,12.6,12.9,14.6,11.1,9,8.5,86.5,2.9,0.3,7.6,0.1,4.3,93
Grady,OK,40,466,9.7,"23,331","29,172",6.1,13.1,15.7,13.3,13.9,14.9,10.8,6.8,5.4,88.6,3.1,0.4,5.1,0,3.6,96.8
Grant,OK,2,61,12.7,"29,127","3,500",4,12.1,13.8,8.5,12.6,16.4,12.3,10,10.3,96,0.1,0.3,2.9,0,2.2,93.8
Greer,OK,5,73,12.4,"24,435","4,302",5,9,14.3,14.3,14.4,13.7,10.1,8.6,10.6,85.4,10.4,0.3,2.8,0,8.1,133.8
Harmon,OK,2,45,15,"23,460","2,192",5.5,12.3,14.8,9.2,12.3,16,11.2,9.2,9.4,87.4,10.4,0.5,1.6,0,22.6,95.5
Harper,OK,2,48,14.2,"33,979","2,507",4.8,10.5,13.5,8.1,12,18,12.5,10.8,9.8,98.7,0,0.1,1.1,0.1,10.1,96.9
Haskell,OK,3,151,12.5,"23,226","7,762",6.6,13.2,13.1,12.5,11.9,13.4,12.1,9.1,8.1,79.6,0.7,0.3,14.5,0,1.9,97.6
Hughes,OK,4,192,13.8,"20,726","9,762",5.7,11.8,13.5,13.2,13.8,13.6,11.5,8.7,8.1,74.6,4.6,0.3,16.3,0,3,107
Jackson,OK,44,281,10.4,"27,679","17,270",8.1,15.7,14.5,11.2,14.5,13.6,9.9,6.9,5.7,86.5,7.9,1.4,2,0.2,18.4,99.7
Jefferson,OK,1,83,12.8,"21,613","4,710",5.7,12.6,12.3,11.6,12.4,14.5,11.2,10.2,9.5,89.7,1.1,1.5,5.6,0,8.4,94.3
Johnston,OK,6,140,13.5,"21,715","6,759",5.9,13.1,14.1,11.9,12.3,14.7,12,9,6.9,77.7,2,0.3,15.5,0,3.1,96.3
Kay,OK,64,594,12.7,"29,452","31,106",7.1,13.4,13.4,10.2,12.7,14.9,11.4,8.1,8.7,85.8,1.9,0.7,8.3,0,5.2,94.9
Kingfisher,OK,9,153,10.8,"28,980","8,984",6.5,12.8,14.7,10.9,13.5,16.1,10.4,7.7,7.4,93.5,1.6,0.2,2.8,0,9.4,97
Kiowa,OK,7,157,16,"22,968","6,963",5.8,11.7,13.8,10.3,12.7,14.9,11.9,9,10,85.8,4.9,0.4,7,0.1,8.5,97.9
Latimer,OK,20,121,11.4,"23,518","6,716",5.3,13.2,17.1,11,13.4,12.6,11.7,8.7,7.2,75.2,1.3,0.2,18.4,0,2,97.9
Le Flore,OK,15,552,11.2,"22,384","30,966",7.2,13.1,14,13.7,13.2,13.6,11.3,7.7,6.1,81.8,2.3,0.3,11.2,0,5.6,101.2
Lincoln,OK,10,350,10.8,"22,447","20,746",5.9,13.4,14.2,11.9,13.6,15.1,11.9,8,5.9,87.4,2.6,0.3,6.5,0,1.9,97.8
Logan,OK,13,293,8,"29,525","21,195",5.7,12,19.4,12.6,12.8,14.9,10.8,6.8,5,82.8,11.3,0.5,2.9,0.1,3.5,98.9
Love,OK,2,91,10,"24,219","5,931",5.6,12.6,13.3,12.5,12.8,14.5,12.9,8.8,7.2,88.7,1.9,0.3,6.7,0,9,98
McClain,OK,17,268,9.2,"27,785","18,069",6.3,12.9,14,12.4,14.6,15.2,11.5,7.9,5.2,89.6,0.8,0.2,6,0,5.4,99.2
McCurtain,OK,12,429,12.6,"23,754","21,875",7,14.3,13.7,12.2,13.2,14.1,11.8,7.7,5.9,72,8.6,0.3,14.5,0,3.7,93.7
McIntosh,OK,8,279,14,"21,783","13,787",5.7,11.2,12.5,10.6,11.9,13.3,13.1,11.9,9.7,74.1,4.4,0.2,15.4,0,1.7,92.5
Major,OK,3,103,14,"23,960","5,191",4.6,11.3,13.3,9,12.4,16.9,12.2,10.5,9.9,97.8,0.1,0.1,1.1,0,5.4,94.9
Marshall,OK,4,189,13.5,"22,086","9,078",6.1,12,13.6,12.1,12.3,12.9,12,10.6,8.5,85.3,1.9,0.3,9,0,11.1,97.4
Mayes,OK,21,418,10.7,"22,942","24,849",6.2,13.2,13.7,13.2,13,14,11.4,8.5,6.7,72.3,0.4,0.3,20.2,0,2.3,99.2
Murray,OK,12,172,13.5,"24,565","8,566",6,12.3,13.4,12.7,12.6,13.6,11.8,9.4,8.3,81.8,2.2,0.5,12.1,0,4.1,98.5
Muskogee,OK,139,831,11.8,"23,813","44,890",6.7,13.2,14,13.2,13,14.2,10.8,7.7,7.4,65.1,12.3,0.6,15.9,0,3.5,94.4
Noble,OK,7,108,9.6,"24,112","7,635",6.8,12.6,13,11,13.5,16.1,11.4,8.6,7,86.8,2,0.4,8.1,0,2.1,100.2
Nowata,OK,1,127,11.8,"20,006","7,092",5.6,13.2,13,11.8,13,14.8,11.5,9.1,8,73.9,2.5,0.1,16.4,0,1.4,96.6
Okfuskee,OK,4,186,16,"20,330","7,904",5.8,11.9,13.7,12.7,13.8,13.9,11.8,8.4,7.9,68,9.7,0.1,18.2,0,2,107
Oklahoma,OK,"2,764","6,147",9,"36,176","420,823",8,13.1,14,15,13.8,14,9.9,6.4,5.8,74.3,15.4,3.2,3.6,0.1,11.2,95.5
Okmulgee,OK,21,486,12.2,"22,279","25,225",6.4,13.4,15.2,11.7,12.6,14.1,11.7,7.9,7.1,70.7,9.6,0.3,13.6,0,2,95
Osage,OK,9,377,8.4,"25,858","29,417",4.8,12.9,14.4,11.7,14,16.5,12.4,7.5,5.8,68,11,0.3,14.4,0,2.3,101.7
Ottawa,OK,31,407,12.4,"24,314","21,510",5.9,13.3,14.9,11.9,12.7,13.1,11.6,8.7,8,75.2,1,0.5,17,0.3,3.7,95.5
Pawnee,OK,5,180,10.7,"23,634","10,997",6,12.9,13.6,11.2,13.2,15.4,12.8,8.2,6.7,83.2,0.8,0.2,12.1,0,1.3,98.8
Payne,OK,102,532,7.7,"23,966","37,237",5.5,8.9,29.9,16,10.5,10.8,7.6,5.4,5.4,85.1,3.6,3.2,4.7,0.1,2.4,105.7
Pittsburg,OK,67,500,11.3,"24,286","30,162",5.6,11.6,13.3,12.3,13.9,14.2,12.2,8.8,8.2,78.3,4,0.4,12.8,0,2.6,103.7
Pontotoc,OK,75,390,11.1,"26,037","22,031",6.8,12.3,16.7,13,12.8,12.9,10.6,7.8,7,76.1,2.1,0.6,16.2,0,2.9,94.8
Pottawatomie,OK,77,721,10.6,"24,622","41,142",6.3,13,15.8,13.6,13.5,13.4,10.8,7.6,6,79.7,3.3,0.8,11.9,0.1,3,94
Pushmataha,OK,4,171,14.6,"21,071","7,861",5.7,12.6,13.6,10.4,13.2,14,12.7,9.8,8,78.4,1,0.1,16.1,0.1,2,93.1
Roger Mills,OK,3,37,11.4,"25,963","2,396",6.7,10.8,12.2,8.9,12.8,16.9,13,9.5,9.4,92.4,0.3,0.2,6.9,0,3.4,103
Rogers,OK,64,615,7.8,"26,811","45,152",5.8,13.9,15.1,13,14.4,14.7,11.2,7.2,4.8,80.7,1.1,0.4,11.8,0,2.7,97.7
Seminole,OK,10,319,12.9,"22,260","15,988",7.7,12.9,14.2,11.4,12.5,14.1,11.3,8.3,7.6,72,5.3,0.3,17.7,0,2.3,94.3
Sequoyah,OK,13,429,10.6,"22,086","24,980",6.2,13.8,13.7,13.3,13.7,13.4,12,8.1,5.9,69.7,1.8,0.4,19.7,0.1,2.8,96.6
Stephens,OK,40,557,13,"26,787","29,111",5.9,12.3,13.5,11.1,12.8,15.3,11.9,8.8,8.3,89.5,2.5,0.3,5.4,0,4.7,95.4
TeNAas,OK,11,130,6.4,"27,476","11,776",9.1,14.6,15.7,14.3,13.7,13.3,9.1,5.8,4.5,96.2,1.1,0.8,0.9,0.2,38.2,107.2
Tillman,OK,5,121,13.9,"21,611","6,141",5.5,12.9,14,9.5,13.9,13.4,11.4,9.3,10.1,87.2,7.8,0.6,3.1,0,18.7,95.4
Tulsa,OK,"1,744","5,055",8.9,"40,079","359,386",7.8,13.5,13.4,14,14.4,14.6,10.2,6.3,5.7,77.6,11.3,1.7,5.4,0.1,8.2,95.7
